name,type,encodings,constraints.enum
FamilyIncarceration_Ever,integer,"1.0=Yes, within the last year|2.0=Yes, more than a year ago|3.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|98.0|99.0|77.0
EmployStatus,integer,"1.0=Employed full time (30 hours or more a week)|2.0=Employed part time (less than 30 hours a week)|3.0=Only temporarily laid off, sick leave or maternity leave|4.0=Looking for work, unemployed|5.0=Retired|6.0=Disabled, permanently or temporarily|7.0=Keeping house|8.0=Student|9.0=Other (Specify)|10.0=Prefer not to answer|77.0=Don't know|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|5.0|6.0|7.0|8.0|9.0|10.0|98.0|99.0|77.0
PatientContact,integer,1.0=None|2.0=Up to 1 hour|3.0=1-2 hours|4.0=3-4 hours|5.0=5-6 hours|6.0=7-8 hours|7.0=9-10 hours|8.0=11-12 hours|9.0=12+ hours|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|6.0|7.0|8.0|9.0|98.0|99.0|77.0
COVIDContact,integer,1.0=Every day I work|2.0=Most of the days I work|3.0=Some of the days I work|4.0=Rarely|5.0=Never|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
COVIDContactRisk,integer,1.0=Every day|2.0=Most of the days|3.0=Some of the days|4.0=Rarely|5.0=Never|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Facility_ClothMasks,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Most of the time|5.0=Always|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Facility_MedMasks,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Most of the time|5.0=Always|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Facility_Respirator,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Most of the time|5.0=Always|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Facility_EyeProtect,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Most of the time|5.0=Always|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Facility_MedGloves,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Most of the time|5.0=Always|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Facility_Gowns,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Most of the time|5.0=Always|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Facility_PhysDist,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Most of the time|5.0=Always|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Facility_WashHands,integer,1.0=Never|2.0=Rarely|3.0=Sometimes|4.0=Most of the time|5.0=Always|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
PID1,integer,1.0=Democrat|2.0=Republican|3.0=Independent|4.0=None of these|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|98.0|99.0|77.0
PIDA,integer,1.0=Strong Democrat|2.0=Not so strong Democrat|77.0=DON’T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
PIDB,integer,1.0=Strong Republican|2.0=Not so strong Republican|77.0=DON’T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
PIDI,integer,1.0=Lean Democrat|2.0=Lean Republican|3.0=Don’t lean|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|98.0|99.0|77.0
PartyID5,integer,-1.0=Unknown|1.0=Democrat|2.0=Lean Democrat|3.0=Don't Lean/Independent/None|4.0=Lean Republican|5.0=Republican,1.0|2.0|3.0|4.0|5.0|-1.0
PartyID7,integer,-1.0=Unknown|1.0=Strong Democrat|2.0=Not so strong Democrat|3.0=Lean Democrat|4.0=Don't Lean/Independent/None|5.0=Lean Republican|6.0=Not so strong Republican|7.0=Strong Republican,1.0|2.0|3.0|4.0|5.0|6.0|7.0|-1.0
IDEO,integer,-1.0=Unknown|1.0=Very liberal|2.0=Somewhat liberal|3.0=Moderate|4.0=Somewhat conservative|5.0=Very conservative,1.0|2.0|3.0|4.0|5.0|-1.0
LGBT,integer,"1.0=Lesbian or gay|2.0=Straight, that is, not lesbian or gay|3.0=Bisexual|4.0=Something else|5.0=I don't know the answer|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
STUDENT_TYPE,integer,1.0=A full-time college student|2.0=A part-time college student|3.0=Not a college student|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|98.0|99.0|77.0
FutureContact,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
STARTDT,datetime,,
ENDDT,datetime,,
duration,integer,,
SURV_MODE,integer,1.0=Phone interview|2.0=Web Interview,1.0|2.0
SURV_LANG,integer,1.0=English|2.0=Spanish,1.0|2.0
Device,any,,
GENDER,integer,0.0=Unknown|1.0=Male|2.0=Female,0.0|1.0|2.0
AGE4,integer,1.0=18-29|2.0=30-44|3.0=45-59|4.0=60+|99.0=Under 18,1.0|2.0|99.0|3.0|4.0
AGE7,integer,1.0=18-24|2.0=25-34|3.0=35-44|4.0=45-54|5.0=55-64|6.0=65-74|7.0=75+|99.0=Under 18,1.0|2.0|3.0|4.0|5.0|6.0|7.0|99.0
RACETHNICITY,integer,"1.0=White, non-Hispanic|2.0=Black, non-Hispanic|3.0=Other, non-Hispanic|4.0=Hispanic|5.0=2+, non-Hispanic|6.0=Asian, non-Hispanic",1.0|2.0|3.0|4.0|5.0|6.0
EDUC5,integer,1.0=Less than HS|2.0=HS graduate or equivalent|3.0=Vocational/tech school/some college/ associates|4.0=Bachelor's degree|5.0=Post grad study/professional degree,1.0|2.0|3.0|4.0|5.0
MARITAL,integer,1.0=Married|2.0=Widowed|3.0=Divorced|4.0=Separated|5.0=Never married|6.0=Living with partner,1.0|2.0|3.0|4.0|5.0|6.0
EMPLOY,integer,1.0=Working – as a paid employee|2.0=Working – self employed|3.0=Not working – looking for work or on temporary layoff|4.0=Not working – retired|5.0=Not working – disabled|6.0=Not working - other,1.0|2.0|3.0|4.0|5.0|6.0
INCOME4,integer,"1.0=Less than $30,000|2.0=$30,000 to under $60,000|3.0=$60,000 to under $100,000|4.0=$100,000 or more",1.0|2.0|3.0|4.0
REGION4,integer,1.0=Northeast|2.0=Midwest|3.0=South|4.0=West,1.0|2.0|3.0|4.0
METRO,integer,0.0=Non-Metro Area|1.0=Metro Area,0.0|1.0
INTERNET,integer,0.0=Non-internet household|1.0=Internet Household,0.0|1.0
HOUSING,integer,1.0=Owned|2.0=Rented or occupied without payment,1.0|2.0
HOME_TYPE,integer,"1.0=A one-family house detached from any other house|2.0=A one-family house attached to one or more houses|3.0=Apartment building, mobile home or trailer, boat, RV, or other",1.0|2.0|3.0
PHONESERVICE,integer,"1.0=Landline telephone only|2.0=Have a landline, but mostly use cellphone|3.0=Have cellphone, but mostly use landline|4.0=Cellphone only|5.0=No telephone service",1.0|2.0|3.0|4.0|5.0
HHSIZE,integer,,
HH612,integer,0.0=|1.0=|2.0=|3.0=3 or more,0.0|1.0|2.0|3.0
HH1317,integer,0.0=|1.0=|2.0=2 or more,0.0|1.0|2.0
HH18OV,integer,0.0=|1.0=|2.0=|3.0=|4.0=|5.0=|6.0=6 or more,0.0|1.0|2.0|3.0|4.0|5.0|6.0
PersonalMisuse_Lifetime,integer,0.0=No|1.0=Yes,
FamFriendMisuse_Lifetime,integer,0.0=No|1.0=Yes,
PersonalMisuse_Recent,integer,0.0=No|1.0=Yes,
PersonalCrimJust_Ever,integer,0.0=No|1.0=Yes,0.0|1.0
FamilyCrimJust_Ever,integer,0.0=No|1.0=Yes,0.0|1.0
PersonalCrimJust_Recent,integer,0.0=No|1.0=Yes,0.0|1.0
FamilyCrimJust_Recent,integer,0.0=No|1.0=Yes,0.0|1.0
SS_A_HistoryWork_REV,integer,,
SS_C_CurrentWork_REV,integer,,
SS_B_HistoryMarry_REV,integer,,
SS_D_CurrentMarry_REV,integer,,
Stigma_Scale_Score,number,,
Expanded_10ITEM_Stigma,number,,
Policy_4ITEM_Scale,number,,
SelfHousehold_COVIDtested,integer,,
race_WHITE,integer,,
race_BLACK,integer,,
race_OTHERMIXED,integer,,
race_HISPANIC,integer,,
race_ASIAN,integer,,
RACEwhiteadvantage_REV,integer,,
RACEsuccessful_REV,integer,,
RACEprison_REV,integer,,
RACEsocservices_REV,integer,,
RACEopportunity_REV,integer,,
RACEwhiteblame_REV,integer,,
CoBRAS_Scale,number,,
HH05,integer,0.0=|1.0=|2.0=2 or more,0.0|1.0|2.0
