name,type,encodings,constraints.enum
MI_CurrentSteal,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MI_CurrentHighRisk,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MI_HistorySteal,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MI_HistoryHighRisk,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MUD_C_CurrentWork,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MUD_A_HistoryWork,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MUD_D_CurrentMarry,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MUD_B_HistoryMarry,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MUD_E_Dangerous,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MUD_F_Trust,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MUD_CurrentSteal,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MUD_CurrentHighRisk,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MUD_HistorySteal,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
MUD_HistoryHighRisk,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
CC_C_CurrentWork,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
CC_A_HistoryWork,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
CC_D_CurrentMarry,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
CC_B_HistoryMarry,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
CC_E_Dangerous,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
CC_F_Trust,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
CC_CurrentSteal,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
CC_CurrentHighRisk,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
CC_HistorySteal,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
CC_HistoryHighRisk,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
AUD_C_CurrentWork,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
AUD_A_HistoryWork,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
AUD_D_CurrentMarry,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
AUD_B_HistoryMarry,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
AUD_E_Dangerous,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
AUD_F_Trust,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
AUD_CurrentSteal,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
AUD_CurrentHighRisk,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
AUD_HistorySteal,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
AUD_HistoryHighRisk,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
PersonalUse_FeelGood,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
RACE_Discrimination,integer,1.0=Yes|2.0=No|77.0=I don’t know|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
RACE_LearnAbility,integer,1.0=Yes|2.0=No|77.0=I don’t know|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
RACE_Education,integer,1.0=Yes|2.0=No|77.0=I don’t know|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
RACE_Motivation,integer,1.0=Yes|2.0=No|77.0=I don’t know|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
RACE_WhiteAdvantage,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
RACE_Successful,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
RACE_Prison,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
RACE_SocServices,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
RACE_Opportunity,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
RACE_MinAdvantage,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
RACE_Rich,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
RACE_WhiteBlame,integer,1.0=Strongly disagree|2.0=Somewhat disagree|3.0=Neither disagree nor agree|4.0=Somewhat agree|5.0=Strongly agree|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Disc_AtSchool,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_Hired,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_AtWork,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_Housing,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_MedCare,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_Restaurant,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_Credit,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_Street,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Disc_Police,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Times_AtSchool,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|98.0|99.0|77.0
Times_Hired,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|98.0|99.0|77.0
Times_AtWork,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|98.0|99.0|77.0
Times_Housing,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|98.0|99.0|77.0
Times_MedCare,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|98.0|99.0|77.0
Times_Restaurant,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|98.0|99.0|77.0
Times_Credit,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|98.0|99.0|77.0
Times_Street,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|98.0|99.0|77.0
Times_Police,integer,1.0=Once|2.0=Two or three times|3.0=Four or more times|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|98.0|99.0|77.0
HadCOVID,integer,"1.0=Yes, had positive test result|2.0=Yes, but was not tested|3.0=No, and tested negative|4.0=No, never had symptoms and never tested|77.0=Not sure|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|98.0|99.0|77.0
COVIDmnth,integer,1.0=JANUARY|2.0=FEBRUARY|3.0=MARCH|4.0=APRIL|5.0=MAY|6.0=JUNE|7.0=JULY|8.0=AUGUST|9.0=SEPTEMBER|10.0=OCTOBER|11.0=NOVEMBER|12.0=DECEMBER|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|6.0|7.0|8.0|9.0|10.0|11.0|12.0|77.0|98.0|99.0
COVIDyr,integer,2019.0=|2020.0=|2021.0=|7777.0=DON'T KNOW|9998.0=SKIPPED ON WEB|9999.0=REFUSED,7777.0|2019.0|2020.0|2021.0|9998.0|9999.0
COVIDstgma,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
VaxPlans,integer,"1.0=I already got vaccinated|2.0=Yes, I plan to get a COVID-19 vaccine as soon as possible|3.0=Yes, I will get a COVID-19 vaccine, but I will wait until I see more proof that it is safe and effective|4.0=No, I will not get a COVID-19 vaccine|77.0=Not sure|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|98.0|99.0|77.0
VaxDose,integer,"1.0=No, I got the vaccine that only requires 1 dose (i.e., Johnson & Johnson vaccine)|2.0=No, I'm waiting to get my 2nd|3.0=No, I do not plan to get my 2nd dose of the 2-dose vaccine|4.0=Yes|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|98.0|99.0|77.0
NoVax_Allergic,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_MedCndtn,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_Needles,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_NoConcern,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_Time,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_GetInfected,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_ImmEffct,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_LongEffct,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_DontWork,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_Politics,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_NotSerious,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_NoIssue,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_MostPublic,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_Other,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_Other_OE,any,,
NoVax_WillGet,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_DK,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_SKP,integer,0.0=No|1.0=Yes,0.0|1.0
NoVax_REF,integer,0.0=No|1.0=Yes,0.0|1.0
Incntv_Food,integer,0.0=No|1.0=Yes,0.0|1.0
Incntv_25,integer,0.0=No|1.0=Yes,0.0|1.0
Incntv_lottery,integer,0.0=No|1.0=Yes,0.0|1.0
Incntv_Ticket,integer,0.0=No|1.0=Yes,0.0|1.0
Incntv_PTO,integer,0.0=No|1.0=Yes,0.0|1.0
Incntv_Bonus,integer,0.0=No|1.0=Yes,0.0|1.0
Incntv_Other,integer,0.0=No|1.0=Yes,0.0|1.0
Incntv_Other_OE,any,,
Incntv_None,integer,0.0=No|1.0=Yes,0.0|1.0
Incntv_DK,integer,0.0=No|1.0=Yes,0.0|1.0
Incntv_SKP,integer,0.0=No|1.0=Yes,0.0|1.0
Incntv_REF,integer,0.0=No|1.0=Yes,0.0|1.0
VaxBarrier,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
VaxBrr_MakeAppt,integer,0.0=No|1.0=Yes,0.0|1.0
VaxBrr_Doc,integer,0.0=No|1.0=Yes,0.0|1.0
VaxBrr_Transport,integer,0.0=No|1.0=Yes,0.0|1.0
VaxBrr_Allergic,integer,0.0=No|1.0=Yes,0.0|1.0
VaxBrr_MedCndtn,integer,0.0=No|1.0=Yes,0.0|1.0
VaxBrr_ImmEffct,integer,0.0=No|1.0=Yes,0.0|1.0
VaxBrr_ImgrtnSts,integer,0.0=No|1.0=Yes,0.0|1.0
VaxBrr_ChildCare,integer,0.0=No|1.0=Yes,0.0|1.0
VaxBrr_Recover,integer,0.0=No|1.0=Yes,0.0|1.0
VaxBrr_Choose,integer,0.0=No|1.0=Yes,0.0|1.0
VaxBrr_TimeOff,integer,0.0=No|1.0=Yes,0.0|1.0
VaxBrr_HaveAppt,integer,0.0=No|1.0=Yes,0.0|1.0
VaxBrr_Other,integer,0.0=No|1.0=Yes,0.0|1.0
VaxBrr_Other_OE,any,,
VaxBrr_DK,integer,0.0=No|1.0=Yes,0.0|1.0
VaxBrr_SKP,integer,0.0=No|1.0=Yes,0.0|1.0
VAXBrr_REF,integer,0.0=No|1.0=Yes,0.0|1.0
BoosterPlans,integer,1.0=Very unlikely|2.0=Somewhat unlikely|3.0=Undecided|4.0=Somewhat likely|5.0=Very likely|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Parent,integer,1.0=Yes|2.0=No|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Childage_04,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Childage_511,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Childage_1217,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Childage_18,integer,77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,
Over12_VaxPlans,integer,"1.0=He/She/They already got vaccinated|2.0=I am trying to get a COVID-19 vaccine for them as soon as possible|3.0=Yes, but not right away|4.0=No, I will not allow him/her/them to get a COVID-19 vaccine|5.0=Some of my children have/will get the vaccine and at least one of my children will not.|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
Over12_OwnInves,integer,0.0=No|1.0=Yes,0.0|1.0
Over12_Needles,integer,0.0=No|1.0=Yes,0.0|1.0
Over12_NoConcern,integer,0.0=No|1.0=Yes,0.0|1.0
Over12_Time,integer,0.0=No|1.0=Yes,0.0|1.0
Over12_GetInfected,integer,0.0=No|1.0=Yes,0.0|1.0
Over12_ImmEffct,integer,0.0=No|1.0=Yes,0.0|1.0
Over12_LongEffct,integer,0.0=No|1.0=Yes,0.0|1.0
Over12_DontWork,integer,0.0=No|1.0=Yes,0.0|1.0
Over12_Politics,integer,0.0=No|1.0=Yes,0.0|1.0
Over12_NotSerious,integer,0.0=No|1.0=Yes,0.0|1.0
Over12_ManyVax,integer,0.0=No|1.0=Yes,0.0|1.0
Over12_Heart,integer,0.0=No|1.0=Yes,0.0|1.0
Over12_Other,integer,0.0=No|1.0=Yes,0.0|1.0
Over12_Other_OE,any,,
Over12_DK,integer,0.0=No|1.0=Yes,0.0|1.0
Over12_SKP,integer,0.0=No|1.0=Yes,0.0|1.0
Over12_REF,integer,0.0=No|1.0=Yes,0.0|1.0
Under12_VaxPlans,integer,"1.0=I would try to get him/her/them a vaccine for them as soon as possible|2.0=Yes, but not right away|3.0=No, I will not allow him/her/them to get a COVID-19 vaccine|4.0=Some of my children have/will get the vaccine and at least one of my children will not.|77.0=Not sure|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|98.0|99.0|77.0
VaxChild_OwnInves,integer,0.0=No|1.0=Yes,0.0|1.0
VaxChild_Needles,integer,0.0=No|1.0=Yes,0.0|1.0
VaxChild_NoConcern,integer,0.0=No|1.0=Yes,0.0|1.0
VaxChild_Time,integer,0.0=No|1.0=Yes,0.0|1.0
VaxChild_Infect,integer,0.0=No|1.0=Yes,0.0|1.0
VaxChild_ImmEffct,integer,0.0=No|1.0=Yes,0.0|1.0
VaxChild_LongEffct,integer,0.0=No|1.0=Yes,0.0|1.0
VaxChild_DontWork,integer,0.0=No|1.0=Yes,0.0|1.0
VaxChild_Politics,integer,0.0=No|1.0=Yes,0.0|1.0
VaxChild_NotSerious,integer,0.0=No|1.0=Yes,0.0|1.0
VaxChild_ManyVax,integer,0.0=No|1.0=Yes,0.0|1.0
VaxChild_Other,integer,0.0=No|1.0=Yes,0.0|1.0
VaxChild_OtherTEXT,any,,
Q32A_DK,integer,0.0=No|1.0=Yes,0.0|1.0
Q32A_SKP,integer,0.0=No|1.0=Yes,0.0|1.0
Q32A_REF,integer,0.0=No|1.0=Yes,0.0|1.0
Know_TestTransmit,integer,1.0=True|2.0=False|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Know_HealthBehav,integer,1.0=True|2.0=False|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Know_COVIDscheme,integer,1.0=True|2.0=False|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Know_VaxFast,integer,1.0=True|2.0=False|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
Know_MaskSpread,integer,1.0=True|2.0=False|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED,1.0|2.0|99.0|98.0|77.0
DOV_Q33,integer,"1.0=If I eat right, exercise, and take good care of my body, I don't need to worry about getting COVID-19|2.0=COVID-19 is a scheme for rich people and big companies to make money off of the testing and vaccines.|3.0=The COVID-19 vaccines are coming out so fast because they have not been carefully tested.",1.0|2.0|3.0
NotTrue_Careful,integer,"1.0=No, it will not change my mind|2.0=No, because I am already doing it or have already done it|3.0=Yes, slightly more likely|4.0=Yes, somewhat more likely|5.0=Yes, a lot more likely|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
NotTrue_Test,integer,"1.0=No, it will not change my mind|2.0=No, because I am already doing it or have already done it|3.0=Yes, slightly more likely|4.0=Yes, somewhat more likely|5.0=Yes, a lot more likely|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
NotTrue_Vax,integer,"1.0=No, it will not change my mind|2.0=No, because I am already doing it or have already done it|3.0=Yes, slightly more likely|4.0=Yes, somewhat more likely|5.0=Yes, a lot more likely|77.0=DON'T KNOW|98.0=SKIPPED ON WEB|99.0=REFUSED",1.0|2.0|3.0|4.0|5.0|98.0|99.0|77.0
HH_CovidPass,integer,0.0=No|1.0=Yes,0.0|1.0
FF_CovidPass,integer,0.0=No|1.0=Yes,0.0|1.0
